parent_asin,title,average_rating,rating_number,features,description,store,price,images
B09G3KBK7Y,"Boiess Colognes Poppy mint For Moms, Babies & Kids | Natural Eau de Cologne | Clean & Fresh Scent | Children Fragrance For Soft & Sensitive Skin | Easy Use, Gentle on Baby | Size: 8.5 FL Oz",3.7,14,"FRESH, GENTLE & COOL POPPYMINT - The Poppymint scented mom&me fragrance is a fresh scent with a gentle blend of flowers and citrus and a cool mint finish. Lively top notes of bergamot, tangerine, lavandin, petitgrain, and mint blend into a heart of sensory jasmine, muguet, and orange blossom, and are finally grounded by an earthy base of cedar, musk, and sweet orange blossom. Spray cologne daily as part of your family’s routine.|UNISEX KIDS & BABY COLOGNES - Our Mom&Me fragrance sprays are unisex, hypoallergenic, dermatologically and pediatrically tested, manufactured in Europe under the highest quality controls. Each fragrance is inspired by Mediterranean scents that leaves everyone smelling great!.|INFUSED WITH PREBIOTICS & VITAMIN B3 - Pamper yourself and your family with natural Mom&Me colognes! Each fragrance is carefully crafted and infused with prebiotic and vitamin B3 to enhance their properties and freshness, leaving a soft scent behind safe for even the most sensitive skins.|NATURAL INGREDIENTS - Our formulas are clean and natural, IFRA Conformity standards certified for babies and free of toxic ingredients to ensure that these colognes are gentle enough to use on even the most sensitive skin. We want mothers and fathers to feel confident and comfortable using our products. That’s why all of our products are free of parabens, phthalates, synthetic colors or dyes, GMOs, and Gluten Free.|SUSTAINABLE PACKAGING - Our plant-based, environmentally friendly, and cruelty-free products are gentle enough for the whole family and the environment. We’ve intentionally designed our bottles to be compact for unit efficiency and removed outer packaging to minimize the usage of plastics and reduce our carbon footprint. We will continue to make earth conscious decisions and seek sustainable solutions on our mission to provide better high-quality, natural colognes.|HOW TO USE - For Infants, we suggest applying gently on clothes and other items, whilst avoiding areas near the eyes or mouth. For toddlers and kids, spray freely through the day and night to create a relaxed, soothing and fresh environment.",,Boiess,22.9,https://m.media-amazon.com/images/I/41YBUO6LzCL.jpg|https://m.media-amazon.com/images/I/51PT81BsCfL.jpg|https://m.media-amazon.com/images/I/51FbGvvs21L.jpg|https://m.media-amazon.com/images/I/51MW0HrErgL.jpg|https://m.media-amazon.com/images/I/51mfqVwKzQL.jpg|https://m.media-amazon.com/images/I/41-11NxjvAL.jpg|https://m.media-amazon.com/images/I/51GAygZx+SL.jpg
B083PXJBVY,Rated Green - Hibiscus Moisturizing Scalp Pack - Tube - 6.76 fl. oz. Cold Brewed Organic Hibiscus with Natural Honey - Softening Hair Mask for Women & Men,4.5,51,"MOISTURIZES DRY SCALP & SOFTENS HAIR - Carefully selected botanical ingredients provides rich nutrients to leave dry scalp perfectly moisturized and replenished, and hair feeling light and soft|COLD BREWED, ORGANIC SCALP CARE WITH NATURE’S FINEST INGREDIENTS - A blend of Hibiscus Sabdariffa Flower Water + Natural Honey + Soybean + Jojoba, Coconut & Olive Oils for a luxurious hair spa treatment|FRESH SILKY CLEAN COMFORT EVEN WITHOUT CONDITIONER - Hibiscus is rich in amino acids that nourish hair, strengthen roots and keep hair shiny and healthy. A great natural moisturizer that leaves your hair feeling light and soft. No extra hair treatment needed|SCALP SPA WITH HIGH-PERFORMANCE RESULTS - If you have fine hair, you can enjoy this as much as those with thicker locks. Unwind in the sweet hibiscus light floral scent experience & natural soothing scalp treatment for 5 minutes as it works on your scalp & hair|NON-TOXIC NATURAL, ECOCERT APPROVED PRODUCTS - No SLS, SLES, Parabens, harsh chemicals, and 26 harmful allergic ingredients. Contains up to 98% natural ingredients, and have been dermatological tested",,RATED GREEN,19.99,https://m.media-amazon.com/images/I/31IY7QqDP8L.jpg|https://m.media-amazon.com/images/I/41j0iHYtBLL.jpg|https://m.media-amazon.com/images/I/51zM4Z7Nj2L.jpg|https://m.media-amazon.com/images/I/41y7HxsyFfL.jpg|https://m.media-amazon.com/images/I/41BZFkBfSEL.jpg|https://m.media-amazon.com/images/I/51zOXsgieDL.jpg
B07KXM94BT,Makeup Blender Sponge Set - 4 Pack Latex Free Q-Soft Makeup Beauty Foundation Blending Sponge Flawless Smooth Brush for Liquid Foundation BB Creams Powders Concealer (4 Pack),3.9,106,"UPDATED INNOVATIVE DESIGN - The FRESHME's Gorgeous Beauty Sponge combines high-tech materials with updated design to help you create a pixel-perfect look. With 4 elegant color, these Q-soft beauty sponges were uniquely created to fit in the palm of your hand for seamless blending. Every sponge is non-disposable, high-definition cosmetic blending applicator, making it a great choice from amateurs to pros. It's easy to optimize your beauty routine by using this multifunctional makeup sponge.|Q-SOFT BOUNCY LATEX-FREE - Made from non-latex sponge to reduce allergies, this makeup sponge is 100% Vegan and Cruelty free. This blending sponge is bouncy, Q-soft and smooth, giving your skin a flawless and natural looking make up. It can also avoid the waste of cosmetics because the makeup product sits on top of the sponge rather than being absorbed. Minimal absorption with maximum coverage and made to last! Say goodbye to the cakey or streaky finish with FRESHME'S Q-soft beauty sponge.|VERSATILE USAGE - This miracle beauty sponge works well with all makeup formulations, including liquids, powders, minerals, and even BB and CC creams. It provides streak-free coverage with faster application than with brushes or fingers. Once wet, it doubles in size and the wetness can help you get a dewy, sheer finish. It also works great to tap on cream highlighter atop the cheekbones, brow bones, and bridge of the nose. It is the best blending sponge applicator tool you'll ever need.|PACKAGE INCLUDE - This set of Q-soft blending sponge has 4 sponges with different colors and shapes. Each sponge is purposely sliced to meet different application needs. You can get a wine red sponge with a slice on the tip side and a slice on the bottom, an orange sponge with a tilted slice on the bottom, a brown sponge with a tilted slice on the bottom and a red sponge with a slice on the side of the pointed tip. Every sponge has a shape that fits comfortably in your hand.|IN-1 MULTI-PURPOSE SPONGE - Each part of these 4 unique-shaped sponge has a very specific purpose. Those sponge have rounded sides to blend large areas of the face with a repeated dabbing or stippling motion. Meanwhile, the precision tip covers blemishes and imperfections, and the flat edge which defines contours around the eyes and nose is like a detailer for the small areas, leaving you with a complexion that's smooth, enhanced and gorgeous! The slice of the sponge makes it a multi-use tool！",,FRESHME,,https://m.media-amazon.com/images/I/51K0W5hW92L.jpg|https://m.media-amazon.com/images/I/51l76Eel7wL.jpg|https://m.media-amazon.com/images/I/41XIPfli3TL.jpg|https://m.media-amazon.com/images/I/412iwplDquL.jpg|https://m.media-amazon.com/images/I/414wbCn7J0L.jpg|https://m.media-amazon.com/images/I/414qzHj+vfL.jpg|https://m.media-amazon.com/images/I/51yT36hZ5mL.jpg|https://m.media-amazon.com/images/I/41Zkm7kfQLL.jpg|https://m.media-amazon.com/images/I/416aBPMPNML.jpg
B08QKXY1KN,"Purple Shampoo and Conditioner Set - Sulfate Free Salon Grade (2 x 16.9 fl oz) - Hydrating Toner - Shimmer Correction for Platinum Blonde, Silver, Light, and Grey Hair - New Formula",3.9,911,,,BELLISSO,,https://m.media-amazon.com/images/I/51Mj21VupzL.jpg|https://m.media-amazon.com/images/I/51yDKE+nQIL.jpg|https://m.media-amazon.com/images/I/51QhJe-GGIL.jpg|https://m.media-amazon.com/images/I/51ne24smr7L.jpg|https://m.media-amazon.com/images/I/51Xy7TSkcnL.jpg|https://m.media-amazon.com/images/I/51CBtNVgm+L.jpg|https://m.media-amazon.com/images/I/51jewtgBdhL.jpg
B08HRNPNR5,"EASYDEW DW-EGF Double Synergy Moist Ampoule1.01 fl oz -K Beauty Award-Winning Anti Aging Ampoule with EGF to Plump, Moisturize Skin I For Sensitive Skin, Gift for Mom, Wife, Her",4.5,127,,,EASYDEW,,https://m.media-amazon.com/images/I/31vl4oxGhoS.jpg|https://m.media-amazon.com/images/I/51th7JeHeSS.jpg|https://m.media-amazon.com/images/I/41CKvLcwfAS.jpg|https://m.media-amazon.com/images/I/510kE6rgoLS.jpg|https://m.media-amazon.com/images/I/41muOc4R4LS.jpg|https://m.media-amazon.com/images/I/41Em5HvfzDS.jpg|https://m.media-amazon.com/images/I/41r5r+YQTsS.jpg
B08C2T24WG,"Tweezers for Eyebrows, MORGLES 5PCS Tweezers for Women Precision Tweezers Set with Eyebrow Brush Leather Case for Eyebrow Ingrown Hair Removal",4.4,183,,,MORGLES,,https://m.media-amazon.com/images/I/41Zd0aUKgqS.jpg|https://m.media-amazon.com/images/I/514AC+LOWEL.jpg|https://m.media-amazon.com/images/I/51M+jXtDa+S.jpg|https://m.media-amazon.com/images/I/51guc-GUeOS.jpg|https://m.media-amazon.com/images/I/511OeJ4QQWS.jpg|https://m.media-amazon.com/images/I/5181mW8JK0S.jpg|https://m.media-amazon.com/images/I/51RaG4UcgDS.jpg|https://m.media-amazon.com/images/I/51lhtzElTPS.jpg
B07RM722DH,"Queendom Unlashed Mascara | Volumizing and Lengthening | Boosts Lash Length | Vegan, Cruelty Free, Paraben Free",3.3,32,,,Queendom,,https://m.media-amazon.com/images/I/4134Lud2tML.jpg|https://m.media-amazon.com/images/I/31FcwFELY+L.jpg|https://m.media-amazon.com/images/I/412FZDObcJL.jpg|https://m.media-amazon.com/images/I/418Nfn0tZ9L.jpg|https://m.media-amazon.com/images/I/4194qKMX-dL.jpg|https://m.media-amazon.com/images/I/41qqz9+WkiL.jpg
B086XH7BWW,Taya Beauty Buriti Nut Intensive Repair Shampoo & Conditioner Duo – Organic Hydrating Shampoo and Conditioner for Dry Damaged Hair - Restorative Hair Care – Travel Size 2 fl oz,3.4,22,,,TAYA I AM.,,https://m.media-amazon.com/images/I/41tMiWAhVCL.jpg|https://m.media-amazon.com/images/I/41cpsaND8xL.jpg
B089QR2Y5B,"10 Pack Wide Headbands, 4 Style knot Turban Hairband Vintage Head wrap Hair Band Elastic Hair Accessories",4.1,119,,,NEWTGAN,,https://m.media-amazon.com/images/I/51P638Sl9EL.jpg|https://m.media-amazon.com/images/I/41j6pKVRieL.jpg|https://m.media-amazon.com/images/I/517iOyFAe8L.jpg|https://m.media-amazon.com/images/I/41Dc76rzz7L.jpg|https://m.media-amazon.com/images/I/41vzd2Z3THL.jpg
B09473GGM4,Tirtyl Hand Soap Sheet Variety Pack - 240 Pack with Portable Storage Tin - Camping/Outdoor/Travel/Handbag - Lavender & Aloe - Bergamot & Ylang Ylang - Jasmine & Patchouli,4.4,115,,,Tirtyl,,https://m.media-amazon.com/images/I/51CJswRxb7L.jpg|https://m.media-amazon.com/images/I/51Fs-UdRLqL.jpg|https://m.media-amazon.com/images/I/41wpHxfHphL.jpg|https://m.media-amazon.com/images/I/41bvsbRQrXS.jpg|https://m.media-amazon.com/images/I/51EhqVsb6cL.jpg|https://m.media-amazon.com/images/I/51MSFLSF9oL.jpg
B081632HX6,"Livordo Moroccan Argan Oil Essential Organic Cold Pressed Skin Moisturizer Rich in Vitamin E Powerful Antioxidants For Skin, Hair, Body, and Face 4 Oz",4.3,82,,,Livordo,,https://m.media-amazon.com/images/I/419k6pad3iL.jpg|https://m.media-amazon.com/images/I/51qj--Eb9bL.jpg|https://m.media-amazon.com/images/I/51MsoJeVxYL.jpg|https://m.media-amazon.com/images/I/51qchSGKAML.jpg|https://m.media-amazon.com/images/I/4116Bex9+3L.jpg|https://m.media-amazon.com/images/I/518OKF6mHgL.jpg|https://m.media-amazon.com/images/I/41fDp5auFUL.jpg|https://m.media-amazon.com/images/I/51Fp7ojEB-L.jpg
B08GKVYS1Y,"JIADEL Gel Nail Polish Colors Set,Confetti Glitter Gel Nail Polish With No Wipe Base and Top Coat,Soak Off UV LED Nail Art Salon Starter Manicure Kit",3.9,64,,,JIADEL,,https://m.media-amazon.com/images/I/51HKwu2S6KL.jpg|https://m.media-amazon.com/images/I/516Z30WL+uL.jpg|https://m.media-amazon.com/images/I/51Cvkf1DxJL.jpg|https://m.media-amazon.com/images/I/61CG9DnrDzL.jpg|https://m.media-amazon.com/images/I/51WSyrNJzfL.jpg
B08HXQ3T9K,"invisibobble Sprunchie Spiral Hair Ring - True Black - Scrunchie Stylish Bracelet, Strong Elastic Grip Coil Accessories for Women - Gentle for Girls Teens and Thick Hair",4.7,219,,,invisibobble,11.49,https://m.media-amazon.com/images/I/41OWwSyNKbL.jpg|https://m.media-amazon.com/images/I/41TkxOn-i0L.jpg|https://m.media-amazon.com/images/I/51-m38f37NS.jpg|https://m.media-amazon.com/images/I/514fqHqzDUL.jpg|https://m.media-amazon.com/images/I/41Zlw80KROL.jpg|https://m.media-amazon.com/images/I/41YmELWKxJS.jpg
B08F4ZDVZQ,"TOUCH IN SOL Best of No Pore Blem Travel Kit - Face Makeup Primer, Big Pores Perfect Cover, Inner-Glowing Skin with Moisture, Long Lasting Makeup's Staying Kit",4.1,99,,,Touch in Sol,,https://m.media-amazon.com/images/I/41cLvn4oBCL.jpg|https://m.media-amazon.com/images/I/514yWTsY83L.jpg|https://m.media-amazon.com/images/I/41XBWSPuSzL.jpg|https://m.media-amazon.com/images/I/41E4Hfar6FL.jpg
B08P15TB2V,Gel Nail Polish Set - TOEDO Fall Winter Nail Gel 6 Colors Tan Brown Colors Soak Off LED Nail Lamp Gel Polish Kit for Home DIY Manicure Nail Designs,3.3,30,,,TOEDO,,https://m.media-amazon.com/images/I/51qsJL+oB8L.jpg|https://m.media-amazon.com/images/I/510PSeGmJrL.jpg|https://m.media-amazon.com/images/I/515gCB459ZL.jpg|https://m.media-amazon.com/images/I/51tkTvDXNFL.jpg|https://m.media-amazon.com/images/I/41iqse7cAEL.jpg|https://m.media-amazon.com/images/I/51YaczH3r1L.jpg|https://m.media-amazon.com/images/I/51ZH70tEPhL.jpg
B07MMW5654,"Grinding Away Skin Polishing Scrub, 3 fl. oz., Polishing Scrub Works to Improve Skin's Texture and Tone by Buffing Away Dead Skin Cells by Higher Education Skincare",3.9,25,,,Higher Education,,https://m.media-amazon.com/images/I/314YLuu4dKL.jpg|https://m.media-amazon.com/images/I/319ko2HvLrL.jpg|https://m.media-amazon.com/images/I/31XDYSEjoNL.jpg|https://m.media-amazon.com/images/I/317NooSaPbL.jpg|https://m.media-amazon.com/images/I/31g+ux8D2TL.jpg|https://m.media-amazon.com/images/I/51CuUMzzEjL.jpg|https://m.media-amazon.com/images/I/21T69igrHUL.jpg|https://m.media-amazon.com/images/I/31YTuwT3YnL.jpg|https://m.media-amazon.com/images/I/31WVVMh67zL.jpg
B07SLFWZKN,Keratin Secrets Do It Yourself Home Keratin System,3.3,25,,,Keratin Secrets,49.95,https://m.media-amazon.com/images/I/5163R0SItjL.jpg|https://m.media-amazon.com/images/I/51bBvQlXQwL.jpg|https://m.media-amazon.com/images/I/51mmaaeJH1L.jpg|https://m.media-amazon.com/images/I/51JxzFjqmeL.jpg|https://m.media-amazon.com/images/I/516rtEjJ-RL.jpg|https://m.media-amazon.com/images/I/51Kyo7LrzCL.jpg|https://m.media-amazon.com/images/I/51343YVgquL.jpg
B092M5K59T,"Beautiful Girl You Can Do Amazing Things, Inspirational Gifts for Women, Christmas Gifts, Amazing Gifts for Teen Girls, Beautiful Gift Makeup Bag, Inspirational Jewelry Dish, Amazing Mirror",4.5,54,"Amazing Friend Gifts: This special Amazing Friend Gifts set contains One Beautiful Girl Makeup Bag, One Amazing Mirror and Beautiful Girl Dish. This unique Amazing Friend Gifts set for Amazing Gifts for Teen Girls, Amazing Mom Gifts, Amazing Teacher Gift. The Best Inspirational Gifts for Women to tell your Beautiful Girl how Amazing she is|Beautiful Girl Makeup Bag: Our Amazing Girl Accessories included an Beautiful Girl Bags. This Inspirational Bags comes with Beautiful sayings “Beautiful Girl You can do Amazing Things”. And our Beautiful Girl Bags is not easy to fade and easy to clean. It is perfect Amazing Woman Gifts or Inspirational Gifts for Women for your Beautiful Friend|Amazing Mirror: This Inspirational Mirror is engraved with saying “Beautiful Girl You Can Do Amazing Things”. An Amazing Gifts for Teen Girls, Amazing Mom Gifts, Amazing Teacher Gifts|Beautiful Girl Dish: The size of Inspirational Jewelry Plate is approximately 4"" x 4” and the Beautiful Dish comes with saying “Beautiful Girl You Can Do Amazing Things"". Perfect Inspirational Jewelry Dish to put Amazing Girl Accessories such as rings, necklace or bracelet|Amazing Gifts for Her: VeryMerryMakering is a registered trademark in US PATENT AND TRADEMARK OFFICE. Our first priority is our customer’s happiness, We sincerely hope our customers can enjoy a pleasant shopping experience, Please contact us if you are not satisfied with our products Inspiration Jewelry Tray, Beautiful Girl Makeup Bag or Amazing Mirror, We will refund you 100%",,VeryMerryMakering,,https://m.media-amazon.com/images/I/51WNOPIvoGS.jpg|https://m.media-amazon.com/images/I/41sasRrWyGS.jpg|https://m.media-amazon.com/images/I/51kexjaTfmS.jpg|https://m.media-amazon.com/images/I/41YynlQcMyS.jpg|https://m.media-amazon.com/images/I/41pxu4Ac1SS.jpg|https://m.media-amazon.com/images/I/41Nl7XOSyKS.jpg|https://m.media-amazon.com/images/I/41+-w2Y-TBS.jpg|https://m.media-amazon.com/images/I/51wD9gETZzS.jpg|https://m.media-amazon.com/images/I/417nnmnZheS.jpg
B08YNR839W,STARAMZ 7 Set Bachelorette Scrunchies Bridesmaid Proposal Gifts Hair Ties for Women Bachelorette Party Favors ( Blush),4.7,21,,,STARAMZ,,https://m.media-amazon.com/images/I/51HhFdXn0MS.jpg|https://m.media-amazon.com/images/I/51l8wwRjwhL.jpg|https://m.media-amazon.com/images/I/41HXCJrR8zL.jpg|https://m.media-amazon.com/images/I/51h-rBvZbCL.jpg|https://m.media-amazon.com/images/I/51tOJQTqCTL.jpg|https://m.media-amazon.com/images/I/41eLEU+XsGS.jpg|https://m.media-amazon.com/images/I/41F8EPK59+S.jpg
B07W1WJZFG,"Simply Dana Cellular De-Stressing Cream, Boost Skin's Natural Immunity - 1 oz (30g)",3.9,26,,,Simply Dana,,https://m.media-amazon.com/images/I/31KAjTJAg-L.jpg|https://m.media-amazon.com/images/I/41qjlWRjsML.jpg|https://m.media-amazon.com/images/I/31JUQvEDJLL.jpg|https://m.media-amazon.com/images/I/31djMi-cxVL.jpg|https://m.media-amazon.com/images/I/31ShCCI+ngL.jpg|https://m.media-amazon.com/images/I/31CdF8hIGPL.jpg|https://m.media-amazon.com/images/I/41TdfZiyvqL.jpg|https://m.media-amazon.com/images/I/31KoeEr-ecL.jpg|https://m.media-amazon.com/images/I/41wGhof2qRL.jpg
B08BY9P4HR,BFWood,4.3,57,,,BFWood,,https://m.media-amazon.com/images/I/51SLRz8MIVL.jpg
B083J1Y349,"Nail Clipper Set, GIDIBII Luxury 18 in 1 Stainless Steel Nail Clipper Kit, Manicure Pedicure Care Tools with Portable Travel Case",4.4,64,,,GIDIBII,,https://m.media-amazon.com/images/I/51mbE+38jIL.jpg|https://m.media-amazon.com/images/I/511oNQWC7IL.jpg|https://m.media-amazon.com/images/I/41DzAFMLfxL.jpg|https://m.media-amazon.com/images/I/41Udia7qmeL.jpg|https://m.media-amazon.com/images/I/41npzvysTbL.jpg|https://m.media-amazon.com/images/I/51WUX9pVkYL.jpg|https://m.media-amazon.com/images/I/51mdCOxRGRL.jpg
B08QFGV5ZQ,Brazilian Straight Bundles Human Hair 3 Bundles 10A Straight Weave Hair Bundles 100% Unprocessed Virgin Hair Extensions Natural Black (22 24 26),3.8,24,,,ALIANNA,,https://m.media-amazon.com/images/I/51FTGClqkUS.jpg|https://m.media-amazon.com/images/I/51BZ2epvMmL.jpg|https://m.media-amazon.com/images/I/51ulwNPQkrL.jpg|https://m.media-amazon.com/images/I/51B2HAQlBQL.jpg|https://m.media-amazon.com/images/I/51ehANpPt9S.jpg|https://m.media-amazon.com/images/I/51s648dywHS.jpg|https://m.media-amazon.com/images/I/51-FUSqiG8L.jpg
B08NPBQR9L,"3 Barrel Curling Iron, Milantia 3/4 Inch Mini Travel Curling Wand Hair for Small Curly, Dual Voltage Ceramic Tourmaline 19mm Crimper Hair Iron for Women - Fast Heating, Portable",3.8,121,,,Milantia,,https://m.media-amazon.com/images/I/41w-5Shtf6L.jpg|https://m.media-amazon.com/images/I/41uWjHwvagL.jpg|https://m.media-amazon.com/images/I/41bZxVG83SL.jpg|https://m.media-amazon.com/images/I/51yXB+R40nL.jpg|https://m.media-amazon.com/images/I/51vZ3I3sSYL.jpg|https://m.media-amazon.com/images/I/51-w64KxrpL.jpg|https://m.media-amazon.com/images/I/51FPL4pE66L.jpg
